refID,url,reference_number,procuring_entity,title,area_of_delivery,solicitation_number,procurement_mode,classification,category,  abc_php  ,delivery_period,status,date_published,closing_datetime,last_updated,contact_person,contact_address,contact_email,contact_phone,description
12515273,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515273&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515273,PROVINCE OF NUEVA VIZCAYA - BAYOMBONG NUEVA VIZCAYA,(GO) REQUEST FOR QUOTATION (RFQ) For the Procurement of 3000 sq.ft. Tarpaulin,Nueva Vizcaya,D102225-395,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 72,000.00 ",15 Day/s,Status,10/23/25,10/27/25,10/23/25,"DAYANARA TOMAS ABALUS
BAC Secretariat
National Road, District IV, Capitol Compound,
BAC Secretariat Office
Provincial General Services Office
Bayombong
Nueva Vizcaya
Philippines 3700
63-917-3922650
63-917-3922650
plgunuevavizcaya.bac@gmail.com",,"Reference Number	12515273
  Procuring Entity	PROVINCE OF NUEVA VIZCAYA - BAYOMBONG NUEVA VIZCAYA
  Title	(GO) REQUEST FOR QUOTATION (RFQ) For the Procurement of 3000 sq.ft. Tarpaulin
  Area of Delivery	Nueva Vizcaya	   Printable Version

Solicitation Number:	D102225-395
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Printing Services
Approved Budget for the Contract:	PHP 72,000.00
Delivery Period:	15 Day/s
Client Agency:	


Contact Person:	DAYANARA TOMAS ABALUS
BAC Secretariat
National Road, District IV, Capitol Compound,
BAC Secretariat Office
Provincial General Services Office
Bayombong
Nueva Vizcaya
Philippines 3700
63-917-3922650
63-917-3922650
plgunuevavizcaya.bac@gmail.com
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
1

Date Published	23/10/2025
Last Updated / Time	23/10/2025 12:00 AM
Closing Date / Time	27/10/2025 8:30 AM


Description
Republic of the Philippines Province of Nueva Vizcaya
BIDS AND AWARDS COMMITTTEE (GOODS)
BAC OFFICE, Provincial Capitol, Bayombong, Nueva Vizcaya


REQUEST FOR QUOTATION (RFQ)
For the Procurement of 3000 sq.ft. Tarpaulin
For the Governor’s Office (GO)

1. The Governor’s Office (GO) had requested for the Procurement of 3000 sq.ft. Tarpaulin intends to apply the sum of Seventy Two Thousand Pesos (₱72,000.00) being the Approved Budget for the Contract (ABC) to payments under the contract for charge to (MOOE, 5-02-03-990) to cover eligible payments for which this Request of Quotation is issued.
2. A set of technical specifications are provided in Attachment 1. All items listed under the purchasers specifications must be complied on a pass-fail basis. Failure to meet any of the requirements will result to rejection.
3. Quotation procedures will be conducted in accordance with the provisions of the Implementing Rules and Regulations (IRR) of Republic Act 9184.
4. It is the intent of the Purchaser to evaluate the bid/ quotation for each lot and award will be made to the bid/ quotation or combination of bids/ quotations resulting in the overall lowest cost. Bid/Quotation for one or more or all lots will be considered. Contract award will be made to the lowest evaluated quotation(s) meeting purchaser’s technical specifications.
5. Quotation must be delivered at the BAC Secretariat Office, Provincial General Services Office, Capitol Compound, Bayombong, Nueva Vizcaya not later than 8:30A.M. of October 27, 2025.
6. Your prices must be quoted in Philippine Peso and must include the unit price and total price, inclusive of all taxes to be paid and other incidental cost to the delivery site if the contract is awarded.

7. All bids/quotations must be placed in sealed envelope marked “RFQ for the Procurement of 3000 sq.ft. Tarpaulin for the Governor’s Office (GO)” address and the amount of ABC (₱72,000.00)” and “NAME OF COMPANY/ESTABLISHMENT”.

8. Bids/quotations shall be valid for sixty (60) calendar days from Opening of Bids.

9. The delivery period shall be within Fifteen(15) calendar days from receipt of the Purchase Order (PO).

10. DELIVERY SITE: Procurement Office, Province of Nueva Vizcaya.

11. The applicable rate for late deliveries is one tent (1/10) of one (1) percent of the cost of the underperformed portion for every day of delay. The maximum deduction shall be ten percent (10%) of the amount of contract. Once the cumulative amount of liquidated damages reaches ten percent (10%) of the amount of the contract, the procuring entity shall rescind the contract, without prejudice to other courses of action and remedies open to it.

12. The Province of Nueva Vizcaya reserves the right to accept or reject any quotation, and to annul the bidding process and reject all quotations at any time prior to Contract award, without thereby incurring any liability to the affected bidder or bidders and to waive any minor defects or infirmities therein and to accept such quotation as may be considered advantageous to the government.

13. The prospective bidder shall submit the following:
a) Quotation Form
b) Technical Specifications
c) Certificate of PhilGEPS Registration/Registration Number
d) Mayor’s/Business Permit
e) Omnibus Sworn Statement
f) Latest Income/Business Tax Return (for ABCs above 500K only)

14. For further information, please refer to:

BIDS & AWARDS COMMITTEE for GOODS (BAC-GOODS)
BAC Secretariat Office, Provincial Capitol Compound, Bayombong, Nueva Vizcaya
Contact# :0917-152-9239 / (078) 392-2650
Email Address: plgunuevavizcaya.bac@gmail.com



(SGD)
ABSALOM RIZAL D. BAYSA
Provincial Agriculturist
BAC-Goods, Chairperson






Other Information
TECHNICAL SPECIFICATIONS
ABC: Ᵽ72,000.00
Item UOM Item Description Quantity Statement of Compliance
1 Sq.ft. Tarpaulin 3000
xxXXxx



Created by	DAYANARA TOMAS ABALUS
Date Created	22/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.",,Description
12515096,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515096&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515096,PROVINCE OF NUEVA VIZCAYA - BAYOMBONG NUEVA VIZCAYA,(PTCO) REQUEST FOR QUOTATION (RFQ) For the Procurement of 300 pcs. Printing of IP Booklet,Nueva Vizcaya,J102225,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 69,000.00 ",15 Day/s,Status,10/23/25,10/27/25,10/23/25,"Jessica Palaña Viloria
BAC-Secretariat
National Road, District IV
Provincial Capitol Compound
Bayombong
Nueva Vizcaya
Philippines 3700
63-78-3323000 Ext.423
63-78-09171529239
plgunuevavizcaya.bac@gmail.com",,"Reference Number	12515096
  Procuring Entity	PROVINCE OF NUEVA VIZCAYA - BAYOMBONG NUEVA VIZCAYA
  Title	(PTCO) REQUEST FOR QUOTATION (RFQ) For the Procurement of 300 pcs. Printing of IP Booklet
  Area of Delivery	Nueva Vizcaya	   Printable Version

Solicitation Number:	J102225
Trade Agreement:	Implementing Rules and Regulations
Procurement Mode:	Negotiated Procurement - Small Value Procurement (Sec. 53.9)
Classification:	Goods
Category:	Printing Services
Approved Budget for the Contract:	PHP 69,000.00
Delivery Period:	15 Day/s
Client Agency:	


Contact Person:	Jessica Palaña Viloria
BAC-Secretariat
National Road, District IV
Provincial Capitol Compound
Bayombong
Nueva Vizcaya
Philippines 3700
63-78-3323000 Ext.423
63-78-09171529239
plgunuevavizcaya.bac@gmail.com
	Status	

Active


Associated Components	Order
Bid Supplements	
0

Document Request List	
3

Date Published	23/10/2025
Last Updated / Time	23/10/2025 12:00 AM
Closing Date / Time	27/10/2025 8:30 AM


Description
Republic of the Philippines
Province of Nueva Vizcaya
BIDS AND AWARDS COMMITTTEE (GOODS)
Capitol Compound, Bayombong, Nueva Vizcaya


REQUEST FOR QUOTATION (RFQ)
For the Procurement of 300 pcs. Printing of IP Booklet
For the Provincial Tourism and Culture Office (PTCO)

1. The Provincial Tourism and Culture Office (PTCO) had requested for the Procurement of 300 pcs. Printing of IP Booklet intends to apply the sum of Sixty Nine Thousand Pesos (₱69,000.00) being the Approved Budget for the Contract (ABC) to payments under the contract for charge to (5-02-99-990) to cover eligible payments for which this Request of Quotation is issued.

2. A set of technical specifications are provided in Attachment 1. All items listed under the purchasers specifications must be complied on a pass-fail basis. Failure to meet any of the requirements will result to rejection.

3. Quotation procedures will be conducted in accordance with the provisions of the Implementing Rules and Regulations (IRR) of Republic Act 9184.

4. It is the intent of the Purchaser to evaluate the bid/ quotation for LOT and award will be made to the bid/ quotation or combination of bids/ quotations resulting in the overall lowest cost. Bid/Quotation for one or more or all lots will be considered. Contract award will be made to the lowest evaluated quotation(s) meeting purchaser’s technical specifications.

5. Quotation must be delivered at the BAC Secretariat Office, Provincial General Services Office, Capitol Compound, Bayombong, Nueva Vizcaya not later than 8:30A.M. of October 27, 2025.

6. Your prices must be quoted in Philippine Peso and must include the unit price and total price, inclusive of all taxes to be paid and other incidental cost to the delivery site if the contract is awarded.

7. All bids/quotations must be placed in sealed envelope marked “RFQ for the Procurement of 300 pcs. Printing of IP Booklet for the Provincial Tourism and Culture Office (PTCO)” address and the amount of ABC (₱69,000.00)” and “NAME OF COMPANY/ESTABLISHMENT”.

8. Bids/quotations shall be valid for sixty (60) calendar days from Opening of Bids.

9. The delivery period shall be within Fifteen (15) calendar days from receipt of the Purchase Order (PO).

10. DELIVERY SITE: Procurement Office, Province of Nueva Vizcaya.

11. The applicable rate for late deliveries is one tent (1/10) of one (1) percent of the cost of the underperformed portion for every day of delay. The maximum deduction shall be ten percent (10%) of the amount of contract. Once the cumulative amount of liquidated damages reaches ten percent (10%) of the amount of the contract, the procuring entity shall rescind the contract, without prejudice to other courses of action and remedies open to it.

12. The Province of Nueva Vizcaya reserves the right to accept or reject any quotation, and to annul the bidding process and reject all quotations at any time prior to Contract award, without thereby incurring any liability to the affected bidder or bidders and to waive any minor defects or infirmities therein and to accept such quotation as may be considered advantageous to the government.

13. The prospective bidder shall submit the following:
a) Quotation Form
b) Technical Specifications
c) Certificate of PhilGEPS Registration/Registration Number
d) Mayor’s/Business Permit
e) Omnibus Sworn Statement
f) Latest Income/Business Tax Return (for ABCs above 500K only)

14. For further information, please refer to:

Bids and Awards Committee - GOODS
BAC Secretariat Office, Provincial General Services Office,
Capitol Compound, Bayombong, Nueva Vizcaya
Contact #: 09171529239 / 332-3000 (LOC 423)
Email Address: bac@plgu.nuevavizcaya.gov.ph

(SGD)
ABSALOM RIZAL D. BAYSA
Provincial Agriculturist
BAC-Goods, Chairperson






Other Information
TECHNICAL SPECIFICATIONS
ABC: Ᵽ69,000.00
Item UOM Item Description Quantity Statement of Compliance
1 pcs. Printing of IP Booklet
size: 6""x8"" folded; 12""x18"" spread
pages: 44 inclusive of cover
material: Cover- C2S 220 lbs (300gsm)
Inside- Matt 120 lbs (170gsm)
color: full colors all pages (4x4)
process: prepress- CTP (computer-to-plate)
Press- offset printing
bindery: saddle stitch
lamination: matt laminated cover 300
xxXXxx



Created by	Jessica Palaña Viloria
Date Created	22/10/2025










The PhilGEPS team is not responsible for any typographical errors or misinformation presented in the system. PhilGEPS only displays information provided for by its clients, and any queries regarding the postings should be directed to the contact person/s of the concerned party.",,Description
12514523,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514523&DirectFrom=OpenOpp&Type=category&BusCatID=29,12514523,DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES - PENRO OCCI,PROCUREMENT AND PRODUCTION OF IEC MATERIALS FOR THE TRAINING OF KATUTUBONG BANTAY TAMARAW (KBT) AND RANGERS AS WILDLIFE ENFORCEMENT OFFICERS (WEOS) OF TAMARAW CONSERVATION PROGRAM,Occidental Mindoro,RFQ-2025-086,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 78,000.00 ",15 Day/s,Status,10/23/25,10/27/25,10/23/25,"Lyza Ellaine A Bernabe
AO I (Supply Officer)/ BAC Head Secretariat
Pag-asa, Brgy. Payompon
Mamburao
Occidental Mindoro
Philippines 5106
63-927-5306430

bac_msdoccmdo@yahoo.com",,,,Description
12515831,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515831&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515831,"CITY OF CALAPAN, ORIENTAL MINDORO",Purchase of Orange Health Card ID's distributed to 62 Barangays,Oriental Mindoro,2025-1023002,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Printing Services," 1,950,000.00 ",30 Day/s,Status,10/23/25,10/27/25,10/23/25,"Darwin M. Perez
Bac Secretariat
Brgy. Guinobatan,
Calapan City
Oriental Mindoro
Philippines 5200
63-43-09475775745

bac.cgcalapan@gmail.com",,,,Description
12518018,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518018&DirectFrom=OpenOpp&Type=category&BusCatID=134,12518018,MINDORO STATE UNIVERSITY,SUPPLY AND DELIVERY OF TRAINING MATERIALS/IEC MATERIALS OF THE PROJECT STC4Id FOR LIVELIHOOD IMPROVEMENT OF MANGYAN COMMUNITIES IN MINDORO THROUGH S&T INTERVENTION,Oriental Mindoro,RFQ No. 2025-203-A,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Educational Materials and Supplies," 58,000.00 ",30 Day/s,Status,10/23/25,10/27/25,10/23/25,"Christian B. Apostol
BAC Secretariat Head
Alcate
Victoria
Oriental Mindoro
Philippines 5205
63-43-2862368

cbapostol21@gmail.com",,,,Description
12515267,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515267&DirectFrom=OpenOpp&Type=category&BusCatID=134,12515267,BOHOL NATIONAL HIGH SCHOOL - DUMARAN PALAWAN,Procurement of School Supplies and Semi-Expendables.,Palawan,10-22-2025-Q3,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Educational Materials and Supplies," 168,265.00 ",5 Day/s,Status,10/23/25,10/27/25,10/23/25,"SYLVIA BABANGA PALAY
HEAD TEACHER
BOHOL
Region IV-B - PALAWAN
Dumaran
Palawan
Philippines 5310
63-910-8019907
63-0908-3915097
sylvia.aquias@deped.gov.ph",,,,Description
12514961,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514961&DirectFrom=OpenOpp&Type=category&BusCatID=51,12514961,"MUNICIPALITY OF NARRA, PALAWAN",SUPPLY AND DELIVERY OF 3 UNITS ALL-IN-ONE TANK PRINTER WITH ADF FOR NARRA BAC OFFICE,Palawan,2025-10-SVP-118,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Supplies," 66,000.00 ",30 Day/s,Status,10/23/25,10/27/25,10/23/25,"Ronaldo Fellizar
BAC Chairman
National Highway,
Narra
Palawan
Philippines 5303
63-915-9911474

bacnarra5303@gmail.com",,,,Description
12517523,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517523&DirectFrom=OpenOpp&Type=category&BusCatID=134,12517523,OLD BARANGONAN ELEMENTARY SCHOOL,Old Barangonan Elementary School procurement of school supplies,Palawan,2025-005,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Educational Materials and Supplies," 60,365.00 ",7 Day/s,Status,10/23/25,10/31/25,10/23/25,"Gingle E Ando
School Head
Purok 1
Linapacan
Palawan
Philippines 5314
63-930-0140448

gingle.ando01@deped.gov.ph",,,,Description
12513725,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12513725&DirectFrom=OpenOpp&Type=category&BusCatID=28,12513725,DECABAITOT ELEMENTARY SCHOOL - LINACAPAN PALAWAN,DECABAITOT ELEMENTARY SCHOOL,Palawan,2025-003,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Packaging Supplies and Materials,,7 Day/s,Status,10/22/25,10/29/25,10/22/25,"Everly M. Hermoso
Bac Chairman
Purok I,.
Linapacan
Palawan
Philippines
63-063-09631523082

everly.hermoso0001@deped.gov.ph",,,,Description
12517861,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517861&DirectFrom=OpenOpp&Type=category&BusCatID=134,12517861,"CITY OF SAN FERNANDO, PAMPANGA","Supply and Delivery of Standardized Psychological Tests (OLSAT 8th Ed) to be used at the City College of San Fernando, Pampanga",Pampanga,2025-10-01782,Public Bidding,Goods,Educational Materials and Supplies," 296,000.00 ",20 Day/s,Status,10/23/25,11/4/25,10/23/25,"Jolina Bonleon Vital
Administrative Assistant III
Barangay Sta. Rosario.
San Fernando City
Pampanga
Philippines 2000
63-45-0000000

jbv.pmd.cgso@gmail.com",,,,Description
12518015,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518015&DirectFrom=OpenOpp&Type=category&BusCatID=129,12518015,"CITY OF SAN FERNANDO, PAMPANGA","Supply and Delivery of Tokens to be given to the Barangay Health Workers of the City Health Office for 2025 in the City of San Fernando, Pampanga",Pampanga,2025-10-01772,Public Bidding,Goods,Tokens and Awards," 215,000.00 ",20 Day/s,Status,10/23/25,11/4/25,10/23/25,"Joan Dimatulac Gutierrez
Administrative Assistant III
Barangay Sto. Rosario.
San Fernando City
Pampanga
Philippines 2000
63-45-0000000

jdg.pmd.cgso@gmail.com",,,,Description
12514544,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514544&DirectFrom=OpenOpp&Type=category&BusCatID=51,12514544,"MUNICIPALITY OF MEXICO, PAMPANGA",PROCUREMENT OF RECORD OF ADMISSION & DISCHARGE BOOK AND MEDICAL CERTIFICATE FORM,Pampanga,S-2025-142,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Printing Supplies," 70,000.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"CHRISTOPHER A. TORRES
BAC Chairman
Municipality of Mexico
Mexico
Pampanga
Philippines 2021
63-45-4354366
63-45-4354366
mpdcmexico@gmail.com",,,,Description
12515090,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515090&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515090,PULUNG SANTOL NATIONAL HIGH SCHOOL - STA. CRUZ ANNEX 2,PHOTOCOPY OF TEST PAPERS,Pampanga,25-10-008,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods - General Support Services,Printing Services," 55,000.00 ",,Status,10/23/25,10/27/25,10/23/25,"ROSALINE MANANSALA TUBLE
Principal
Gertrudes Village
Manibaug, Libutad
Porac, Pampanga
Porac
Pampanga
Philippines 2008
63-00-0000

mcmlxxxiii_10@yahoo.com.ph",,,,Description
12515377,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515377&DirectFrom=OpenOpp&Type=category&BusCatID=29,12515377,BUREAU OF FISHERIES AND AQUATIC RESOURCES - REGION III,Supply and delivery of various customized materials For the official use for the implementation of FishCoRe SubComp 1.1 activities (Boat and Gear Inventory),Pampanga,RFQ -FMA6-194,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods - General Support Services,Printing Services,,,Status,10/23/25,10/30/25,10/23/25,"Rachelle Ann Delfin Pacis
Fishcore BAC Secretariat
Diosdado P. Macapagal Regional Govt. Center
Brgy. Maimpis
City of San Fernando, Pampanga
San Fernando City
Pampanga
Philippines 2000
63-045-4550823

bfar3fishcore.procurement@gmail.com",,,,Description
12515333,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515333&DirectFrom=OpenOpp&Type=category&BusCatID=51,12515333,BUREAU OF FISHERIES AND AQUATIC RESOURCES - REGION III,supply of Customized Plaque For the use of FMA 6- SAG Members under FishCRRM Sub-Component 1.1 of FishCoRe Project,Pampanga,RFQ -FMA6-136,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods - General Support Services,Printing Supplies,,,Status,10/23/25,10/30/25,10/23/25,"Rachelle Ann Delfin Pacis
Fishcore BAC Secretariat
Diosdado P. Macapagal Regional Govt. Center
Brgy. Maimpis
City of San Fernando, Pampanga
San Fernando City
Pampanga
Philippines 2000
63-045-4550823

bfar3fishcore.procurement@gmail.com",,,,Description
12507636,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12507636&DirectFrom=OpenOpp&Type=category&BusCatID=71,12507636,PHILIPPINE HEALTH INSURANCE CORPORATION - REGION I,YAKAP Collared and Round Neck Shirts for PRO 1,Pangasinan,RFQ#2025-072,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Corporate Giveaways," 409,122.00 ",3 Day/s,Status,10/21/25,10/24/25,10/21/25,"Corleto A Paramio
Clerk III
Esperacion Bldg., #23 M.H. del Pilar St.
Dagupan City
Pangasinan
Philippines 2400
63-75-5153333 Ext.121
63-75-5233127
admin.pro1@philhealth.gov.ph",,,,Description
12515961,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12515961&DirectFrom=OpenOpp&Type=category&BusCatID=134,12515961,TESDA PROVINCIAL TRAINING CENTER - LINGAYEN,Procurement of Tools and Equipment for Bread and Pastry Production NC II Mobile Training Program Registration,Pangasinan,SSP-2025-10-110,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Educational Materials and Supplies," 309,158.00 ",15 Day/s,Status,10/23/25,10/28/25,10/23/25,"LESTER RENZO CANSINO AGUILAR
Supply Officer
Capitol Compound, Lingayen, Pangasinan
Lingayen
Pangasinan
Philippines 2401
63-075-5424989
63-075-5424989
ptcpangasinan@tesda.gov.ph",,,,Description
12516489,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12516489&DirectFrom=OpenOpp&Type=category&BusCatID=129,12516489,"CITY OF ANTIPOLO, RIZAL",Supply of Plaques,Rizal,2025-394,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 387,500.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Miguel Jr. D. Tolentino
City Procurement Officer
Carigma cor. M.L. Quezon cor F. Manalo St.
Antipolo City
Rizal
Philippines 1870
63-2-6894553

cityhall_procurement@yahoo.com",,,,Description
12510016,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12510016&DirectFrom=OpenOpp&Type=category&BusCatID=51,12510016,CAINTA ELEMENTARY SCHOOL - CAINTA RIZAL,SUPPLY AND DELIVERY OF VARIOUS PRINTING SUPPLIES FOR THE IMPLEMENTATION OF ARAL PROGRAM,Rizal,RFQ-ARAL-2025-11-001,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Printing Supplies," 251,030.95 ",1 Day/s,Status,10/22/25,10/27/25,10/22/25,"JOHN RENAN D TOLENTINO
School Property Custodian
CAINTA
Cainta
Rizal
Philippines 1900
63-272-73452

109396@deped.gov.ph",,,,Description
12476149,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12476149&DirectFrom=OpenOpp&Type=category&BusCatID=28,12476149,"CITY OF SORSOGON, SORSOGON",SUPPLY AND DELIVERY OF ADVOCACY BAG WITH PRINTED LOGO,Sorsogon,GS 2025-10-031,Public Bidding,Goods,Packaging Supplies and Materials," 15,960,000.00 ",30 Day/s,Status,10/10/25,11/3/25,10/10/25,"DINA AYO DONDONILLA
BAC SECRETARIAT HEAD
City Hall, Diversion Road, Cabid-an
Sorsogon City
Sorsogon
Philippines 4700
63-02-7654321

sorsogoncity19@yahoo.com",,,,Description
12517784,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517784&DirectFrom=OpenOpp&Type=category&BusCatID=129,12517784,"CITY OF GENERAL SANTOS , SOUTH COTABATO",25CB-GSC-587 PROCUREMENT OF TOKENS FOR MILESTONE EMPLOYEES AND RETIREES,South Cotabato,25CB-GSC-587 PROCUREMENT OF TOKENS FOR MILESTONE E,Public Bidding,Goods,Tokens and Awards," 6,302,000.00 ",1 Day/s,Status,10/23/25,11/11/25,10/23/25,"Christian Mark Abarquez
BAC-Sec Head
Investment Action Center
4th floor
General Santos City
South Cotabato
Philippines 9500
63-83-5529435
63-83-3010553
procurement@gensantos.gov.ph",,,,Description
12517296,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12517296&DirectFrom=OpenOpp&Type=category&BusCatID=129,12517296,"CITY OF GENERAL SANTOS , SOUTH COTABATO",25CB-GSC-581 PROCUREMENT OF TOKENS (PLAQUES) FOR HRMDO,South Cotabato,25CB-GSC-581 PROCUREMENT OF TOKENS (PLAQUES) FOR H,Public Bidding,Goods,Tokens and Awards," 396,000.00 ",1 Day/s,Status,10/23/25,10/30/25,10/23/25,"Christian Mark Abarquez
BAC-Sec Head
Investment Action Center
4th floor
General Santos City
South Cotabato
Philippines 9500
63-83-5529435
63-83-3010553
procurement@gensantos.gov.ph",,,,Description
12514601,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12514601&DirectFrom=OpenOpp&Type=category&BusCatID=29,12514601,COMMISSION ON POPULATION - REGION XII,PROCUREMENT OF APPLIANCE PACKAGE FOR CPD XII TOP PERFORMING EMPLOYEES AWARDS,South Cotabato,RFQ-2025-10-099,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services," 62,398.00 ",0 Day/s,Status,10/23/25,10/27/25,10/23/25,"Florievic Dioso Matugas
Supply Officer
ARMM Compound
Cotabato City
Maguindanao
Philippines 9600
63-64-4215595
63-64-4215595
rpo12@yahoo.com",,,,Description
12518175,https://notices.philgeps.gov.ph/GEPSNONPILOT/Tender/SplashBidNoticeAbstractUI.aspx?menuIndex=3&refID=12518175&DirectFrom=OpenOpp&Type=category&BusCatID=129,12518175,OFFICE OF CIVIL DEFENSE - REGION XII,Provision of Token for the Conduct of LDRRMO Assembly,South Cotabato,OCDXII-PDPS-2025-10,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Tokens and Awards," 60,000.00 ",7 Day/s,Status,10/23/25,10/27/25,10/23/25,"Jundell Rosales
Procurement Officer
Old Airport, Brgy. Buayan
General Santos City
South Cotabato
Philippines 9500
63-083-5532994
63-083-3012994
ocd12bac@gmail.com",,,,Description
